epoch_utc,mp_ra,mp_dec
1741557360,5.46294850890572,-0.375952322308436
1741557420,5.46310700842707,-0.375900340915452
1741557480,5.46326549948475,-0.375848351444246
1741557540,5.46342398207936,-0.375796353896713
1741557600,5.4635824562114,-0.375744348274743
1741557660,5.46374092188146,-0.37569233458023
1741557720,5.46389937909009,-0.375640312815066
1741557780,5.46405782783783,-0.375588282981141
1741557840,5.46421626812525,-0.375536245080349
1741557900,5.46437469995289,-0.375484199114579
1741557960,5.46453312332133,-0.375432145085724
1741558020,5.4646915382311,-0.375380082995676
1741558080,5.46484994468279,-0.375328012846327
1741558140,5.46500834267693,-0.375275934639567
1741558200,5.46516673221409,-0.375223848377286
1741558260,5.46532511329483,-0.375171754061377
1741558320,5.46548348591971,-0.375119651693728
1741558380,5.46564185008928,-0.375067541276232
1741558440,5.46580020580412,-0.37501542281078
1741558500,5.4659585530648,-0.374963296299261
1741558560,5.46611689187184,-0.374911161743564
1741558620,5.46627522222584,-0.374859019145582
1741558680,5.46643354412735,-0.374806868507202
1741558740,5.46659185757693,-0.374754709830317
1741558800,5.46675016257517,-0.374702543116816
1741558860,5.4669084591226,-0.374650368368586
1741558920,5.4670667472198,-0.374598185587519
1741558980,5.46722502686735,-0.374545994775505
1741559040,5.46738329806582,-0.374493795934431
1741559100,5.46754156081575,-0.374441589066187
1741559160,5.46769981511772,-0.374389374172662
1741559220,5.46785806097231,-0.374337151255745
1741559280,5.46801629838007,-0.374284920317324
1741559340,5.46817452734159,-0.374232681359289
1741559400,5.46833274785743,-0.374180434383526
1741559460,5.46849095992816,-0.374128179391928
1741559520,5.46864916355437,-0.374075916386377
1741559580,5.46880735873661,-0.374023645368766
1741559640,5.46896554547546,-0.373971366340981
1741559700,5.46912372377149,-0.373919079304911
1741559760,5.46928189362529,-0.373866784262442
1741559820,5.46944005503742,-0.373814481215461
1741559880,5.46959820800846,-0.373762170165857
1741559940,5.46975635253898,-0.373709851115519
1741560000,5.46991448862956,-0.37365752406633
1741560060,5.4700726162808,-0.37360518902018
1741560120,5.47023073549323,-0.373552845978955
1741560180,5.47038884626747,-0.373500494944542
1741560240,5.47054694860409,-0.373448135918827
1741560300,5.47070504250364,-0.373395768903696
1741560360,5.47086312796674,-0.373343393901038
1741560420,5.47102120499396,-0.373291010912737
1741560480,5.47117927358587,-0.373238619940679
1741560540,5.47133733374304,-0.373186220986751
1741560600,5.4714953854661,-0.37313381405284
1741560660,5.47165342875557,-0.373081399140829
1741560720,5.4718114636121,-0.373028976252605
1741560780,5.47196949003622,-0.372976545390053
1741560840,5.47212750802852,-0.372924106555058
1741560900,5.47228551758963,-0.372871659749507
1741560960,5.4724435187201,-0.372819204975284
1741561020,5.47260151142052,-0.372766742234273
1741561080,5.47275949569147,-0.37271427152836
1741561140,5.47291747153356,-0.372661792859427
1741561200,5.47307543894736,-0.372609306229364
1741561260,5.47323339793345,-0.372556811640051
1741561320,5.47339134849246,-0.372504309093374
1741561380,5.47354929062493,-0.372451798591215
1741561440,5.47370722433147,-0.372399280135462
1741561500,5.47386514961269,-0.372346753727994
1741561560,5.47402306646916,-0.372294219370698
1741561620,5.47418097490148,-0.372241677065457
1741561680,5.47433887491025,-0.372189126814156
1741561740,5.47449676649605,-0.372136568618673
1741561800,5.47465464965947,-0.372084002480898
1741561860,5.47481252440112,-0.372031428402707
1741561920,5.47497039072158,-0.371978846385992
1741561980,5.47512824862146,-0.371926256432627
1741562040,5.47528609810135,-0.371873658544499
1741562100,5.47544393916185,-0.371821052723491
1741562160,5.47560177180355,-0.371768438971483
1741562220,5.47575959602704,-0.371715817290359
1741562280,5.47591741183295,-0.371663187682
1741562340,5.47607521922185,-0.371610550148289
1741562400,5.47623301819435,-0.371557904691107
1741562460,5.47639080875106,-0.371505251312337
1741562520,5.47654859089255,-0.37145259001386
1741562580,5.47670636461944,-0.371399920797556
1741562640,5.47686412993234,-0.371347243665309
1741562700,5.47702188683185,-0.371294558618997
1741562760,5.47717963531858,-0.371241865660505
1741562820,5.47733737539312,-0.37118916479171
1741562880,5.47749510705606,-0.371136456014495
1741562940,5.47765283030803,-0.371083739330742
1741563000,5.47781054514962,-0.371031014742328
1741563060,5.47796825158145,-0.370978282251136
1741563120,5.47812594960411,-0.370925541859044
1741563180,5.47828363921823,-0.370872793567935
1741563240,5.4784413204244,-0.370820037379687
1741563300,5.47859899322323,-0.370767273296179
1741563360,5.47875665761533,-0.370714501319293
1741563420,5.4789143136013,-0.370661721450909
1741563480,5.47907196118178,-0.370608933692903
1741563540,5.47922960035735,-0.370556138047157
1741563600,5.47938723112864,-0.370503334515549
1741563660,5.47954485349623,-0.370450523099958
1741563720,5.47970246746078,-0.370397703802266
1741563780,5.47986007302286,-0.370344876624348
1741563840,5.48001767018312,-0.370292041568081
1741563900,5.48017525894215,-0.370239198635348
1741563960,5.48033283930055,-0.370186347828026
1741564020,5.48049041125897,-0.370133489147992
1741564080,5.48064797481801,-0.370080622597125
1741564140,5.48080552997828,-0.370027748177303
1741564200,5.48096307674041,-0.369974865890404
1741564260,5.48112061510501,-0.369921975738305
1741564320,5.4812781450727,-0.369869077722885
1741564380,5.48143566664409,-0.369816171846018
1741564440,5.4815931798198,-0.369763258109583
1741564500,5.48175068460046,-0.369710336515459
1741564560,5.48190818098668,-0.369657407065521
1741564620,5.48206566897909,-0.369604469761647
1741564680,5.48222314857831,-0.36955152460571
1741564740,5.48238061978495,-0.369498571599592
1741564800,5.48253808259966,-0.369445610745167
1741564860,5.48269553702301,-0.369392642044309
1741564920,5.48285298305568,-0.369339665498899
1741564980,5.48301042069827,-0.369286681110808
1741565040,5.4831678499514,-0.369233688881916
1741565100,5.48332527081571,-0.369180688814096
1741565160,5.4834826832918,-0.369127680909226
1741565220,5.48364008738032,-0.369074665169178
1741565280,5.48379748308188,-0.369021641595829
1741565340,5.48395487039712,-0.368968610191057
1741565400,5.48411224932667,-0.36891557095673
1741565460,5.48426961987115,-0.368862523894732
1741565520,5.48442698203118,-0.368809469006931
1741565580,5.48458433580742,-0.368756406295204
1741565640,5.48474168120048,-0.368703335761424
1741565700,5.48489901821096,-0.368650257407469
1741565760,5.48505634683956,-0.368597171235207
1741565820,5.48521366708685,-0.368544077246518
1741565880,5.48537097895351,-0.368490975443275
1741565940,5.48552828244013,-0.368437865827349
1741566000,5.48568557754737,-0.368384748400614
1741566060,5.48584286427587,-0.368331623164946
1741566120,5.48600014262624,-0.368278490122217
1741566180,5.48615741259913,-0.3682253492743
1741566240,5.48631467419518,-0.368172200623068
1741566300,5.48647192741501,-0.368119044170394
1741566360,5.48662917225926,-0.368065879918151
1741566420,5.48678640872857,-0.368012707868211
1741566480,5.4869436368236,-0.367959528022448
1741566540,5.48710085654496,-0.367906340382731
1741566600,5.48725806789329,-0.367853144950939
1741566660,5.48741527086926,-0.367799941728937
1741566720,5.48757246547346,-0.367746730718601
1741566780,5.48772965170658,-0.367693511921801
1741566840,5.48788682956923,-0.367640285340408
1741566900,5.48804399906207,-0.367587050976298
1741566960,5.48820116018573,-0.367533808831336
1741567020,5.48835831294084,-0.367480558907397
1741567080,5.48851545732808,-0.367427301206351
1741567140,5.48867259334807,-0.367374035730071
1741567200,5.48882972100146,-0.367320762480425
1741567260,5.4889868402889,-0.367267481459286
1741567320,5.48914395121102,-0.367214192668523
1741567380,5.48930105376848,-0.367160896110007
1741567440,5.48945814796191,-0.367107591785608
1741567500,5.48961523379198,-0.367054279697194
1741567560,5.48977231125933,-0.367000959846639
1741567620,5.4899293803646,-0.366947632235812
1741567680,5.49008644110844,-0.366894296866581
1741567740,5.49024349349152,-0.366840953740816
1741567800,5.49040053751448,-0.366787602860385
1741567860,5.49055757317793,-0.366734244227161
1741567920,5.49071460048258,-0.36668087784301
1741567980,5.49087161942905,-0.366627503709802
1741568040,5.491028630018,-0.366574121829406
1741568100,5.49118563225008,-0.36652073220369
1741568160,5.49134262612595,-0.366467334834522
1741568220,5.49149961164625,-0.366413929723774
1741568280,5.49165658881167,-0.366360516873309
1741568340,5.49181355762282,-0.366307096284997
1741568400,5.49197051808036,-0.36625366796071
1741568460,5.49212747018498,-0.366200231902311
1741568520,5.49228441393732,-0.366146788111668
1741568580,5.49244134933801,-0.36609333659065
1741568640,5.49259827638776,-0.366039877341123
1741568700,5.49275519508717,-0.365986410364958
1741568760,5.49291210543695,-0.365932935664018
1741568820,5.49306900743773,-0.365879453240172
1741568880,5.49322590109018,-0.365825963095284
1741568940,5.49338278639495,-0.365772465231224
1741569000,5.49353966335272,-0.365718959649858
1741569060,5.49369653196413,-0.36566544635305
1741569120,5.49385339222985,-0.365611925342669
1741569180,5.49401024415056,-0.365558396620581
1741569240,5.4941670877269,-0.365504860188649
1741569300,5.49432392295953,-0.365451316048742
