Date,TimeStamp,HK_id,PinPullerTemp,OpticsTemp,LEXIbaseTemp,HVsupplyTemp,+5.2V_Imon,+10V_Imon,+3.3V_Imon,AnodeVoltMon,+28V_Imon,ADC_Ground,Cmd_count,Pinpuller_Armed,Unused1,Unused2,HVmcpAuto,HVmcpMan,DeltaEvntCount,DeltaDroppedCount,DeltaLostEvntCount,utc_time,local_time
2024-05-28 20:42:45.966925,428548.288,10.0,,,,,,,,,,,18.0,,,,,,17.0,0.0,0.0,2024-11-27 19:25:48.520857000,2024-11-27 14:25:48.520857000
2024-05-28 20:42:46.974425,428549.288,11.0,,,,,,,,,,,18.0,0.0,,,,,23.0,0.0,0.0,2024-11-27 19:25:49.528357000,2024-11-27 14:25:49.528357000
2024-05-28 20:42:47.966425,428550.288,0.0,22.478349609375,,,,,,,,,,18.0,0.0,,,,,21.0,0.0,0.0,2024-11-27 19:25:50.520357000,2024-11-27 14:25:50.520357000
2024-05-28 20:42:48.974450,428551.288,1.0,22.478349609375,-268.48299316406246,,,,,,,,,18.0,0.0,,,,,23.0,0.0,0.0,2024-11-27 19:25:51.528382000,2024-11-27 14:25:51.528382000
2024-05-28 20:42:49.966225,428552.288,2.0,22.478349609375,-268.48299316406246,24.791938476562514,,,,,,,,18.0,0.0,,,,,23.0,0.0,0.0,2024-11-27 19:25:52.520157000,2024-11-27 14:25:52.520157000
2024-05-28 20:42:50.973925,428553.288,3.0,22.478349609375,-268.48299316406246,24.791938476562514,28.427578124999986,,,,,,,18.0,0.0,,,,,23.0,0.0,0.0,2024-11-27 19:25:53.527857000,2024-11-27 14:25:53.527857000
2024-05-28 20:42:51.966000,428554.288,4.0,22.478349609375,-268.48299316406246,24.791938476562514,28.427578124999986,68.48957519531251,,,,,,18.0,0.0,,,,,17.0,0.0,0.0,2024-11-27 19:25:54.519932000,2024-11-27 14:25:54.519932000
2024-05-28 20:42:52.973575,428555.288,5.0,22.478349609375,-268.48299316406246,24.791938476562514,28.427578124999986,68.48957519531251,2.636389599609375,,,,,18.0,0.0,,,,,24.0,0.0,0.0,2024-11-27 19:25:55.527507000,2024-11-27 14:25:55.527507000
2024-05-28 20:42:53.965925,428556.288,6.0,22.478349609375,-268.48299316406246,24.791938476562514,28.427578124999986,68.48957519531251,2.636389599609375,23.30549668539864,,,,18.0,0.0,,,,,27.0,0.0,0.0,2024-11-27 19:25:56.519857000,2024-11-27 14:25:56.519857000
2024-05-28 20:42:54.973600,428557.288,7.0,22.478349609375,-268.48299316406246,24.791938476562514,28.427578124999986,68.48957519531251,2.636389599609375,23.30549668539864,3.50563798828125,,,18.0,0.0,,,,,30.0,0.0,0.0,2024-11-27 19:25:57.527532000,2024-11-27 14:25:57.527532000
2024-05-28 20:42:55.981375,428558.288,8.0,22.478349609375,-268.48299316406246,24.791938476562514,28.427578124999986,68.48957519531251,2.636389599609375,23.30549668539864,3.50563798828125,56.05453399352006,,18.0,0.0,,,,,23.0,0.0,0.0,2024-11-27 19:25:58.535307000,2024-11-27 14:25:58.535307000
2024-05-28 20:42:56.973000,428559.288,9.0,22.478349609375,-268.48299316406246,24.791938476562514,28.427578124999986,68.48957519531251,2.636389599609375,23.30549668539864,3.50563798828125,56.05453399352006,0.0,18.0,0.0,,,,,23.0,0.0,0.0,2024-11-27 19:25:59.526932000,2024-11-27 14:25:59.526932000
2024-05-28 20:42:57.981125,428560.288,10.0,22.478349609375,-268.48299316406246,24.791938476562514,28.427578124999986,68.48957519531251,2.636389599609375,23.30549668539864,3.50563798828125,56.05453399352006,0.0,18.0,0.0,,,,,24.0,0.0,0.0,2024-11-27 19:26:00.535057000,2024-11-27 14:26:00.535057000
2024-05-28 20:42:58.973000,428561.288,11.0,22.478349609375,-268.48299316406246,24.791938476562514,28.427578124999986,68.48957519531251,2.636389599609375,23.30549668539864,3.50563798828125,56.05453399352006,0.0,18.0,0.0,,,,,15.0,0.0,0.0,2024-11-27 19:26:01.526932000,2024-11-27 14:26:01.526932000
2024-05-28 20:42:59.980475,428562.288,0.0,22.588520507812504,-268.48299316406246,24.791938476562514,28.427578124999986,68.48957519531251,2.636389599609375,23.30549668539864,3.50563798828125,56.05453399352006,0.0,18.0,0.0,,,,,20.0,0.0,0.0,2024-11-27 19:26:02.534407000,2024-11-27 14:26:02.534407000
2024-05-28 20:43:00.972325,428563.288,1.0,22.588520507812504,-268.48299316406246,24.791938476562514,28.427578124999986,68.48957519531251,2.636389599609375,23.30549668539864,3.50563798828125,56.05453399352006,0.0,18.0,0.0,,,,,19.0,0.0,0.0,2024-11-27 19:26:03.526257000,2024-11-27 14:26:03.526257000
2024-05-28 20:43:01.980100,428564.288,2.0,22.588520507812504,-268.48299316406246,24.791938476562514,28.427578124999986,68.48957519531251,2.636389599609375,23.30549668539864,3.50563798828125,56.05453399352006,0.0,18.0,0.0,,,,,21.0,0.0,0.0,2024-11-27 19:26:04.534032000,2024-11-27 14:26:04.534032000
2024-05-28 20:43:02.972000,428565.288,3.0,22.588520507812504,-268.48299316406246,24.791938476562514,28.427578124999986,68.48957519531251,2.636389599609375,23.30549668539864,3.50563798828125,56.05453399352006,0.0,18.0,0.0,,,,,26.0,0.0,0.0,2024-11-27 19:26:05.525932000,2024-11-27 14:26:05.525932000
